coordinates,created_at,hashtags,media,urls,favorite_count,id,in_reply_to_screen_name,in_reply_to_status_id,in_reply_to_user_id,lang,place,possibly_sensitive,retweet_count,retweet_id,retweet_screen_name,source,text,tweet_url,user_created_at,user_screen_name,user_default_profile_image,user_description,user_favourites_count,user_followers_count,user_friends_count,user_listed_count,user_location,user_name,user_screen_name,user_statuses_count,user_time_zone,user_urls,user_verified
"77.3208,28.3922",Wed Apr 01 14:35:40 +0000 2020,stayathome stayhomestaysafe covid_19 covıd19 workfromhome iamstayinghome stayhomechallenge bored lockdown lockdown2020 indialockdown corona virus donation,,https://www.instagram.com/p/B-cRpb3lPH2/?igshid=l8plx9qhf98n,0,1245359177532420096,,,,en,"Faridabad, India",false,0,,,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>",“Safety brings first aid to the uninjured.” #stayathome 🏡 &amp; #stayhomestaysafe #covid_19 #covıd19 #workfromhome #iamstayinghome #stayhomechallenge #bored #lockdown #lockdown2020 #indialockdown #corona #virus #donation… https://t.co/VjJRHAMrK7,https://twitter.com/its_me_deepak1/status/1245359177532420096,Tue Apr 23 05:38:26 +0000 2019,its_me_deepak1,false,#Youtuber:- @itsGamerGuys | #Gamer | #Content #Creator | #Graphic #Designer | #Video #Editor | #Founder @rdp_the |Work in @inforises,72,12,64,0,"Faridabad, India",Deepak yadav,its_me_deepak1,57,,https://youtube.com/channel/UCFWhbzrajoEZRUTse4jdFzQ,false
"6.72725973,7.7916905",Wed Apr 01 11:59:06 +0000 2020,,,https://www.instagram.com/p/B-b_pqlBOwI/?igshid=shzgyka7n7dn,0,1245319775737262081,,,,en,"Lokoja, Nigeria",true,0,,,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>",Wow watch corona till the end ibksticks960 @ Confluence City Lokoja...Nigeria. https://t.co/8VvEs3xbmK,https://twitter.com/father_of_falak/status/1245319775737262081,Sun Oct 01 09:56:27 +0000 2017,father_of_falak,false,▫️Blogger ▫️Talented photographer ▫️Lokcity Boy ▫️Talent explorer,13850,462,511,0,"Lagos, Nigeria",favorite talker,father_of_falak,2961,,,false
"3.39583,6.45306",Wed Apr 01 13:25:45 +0000 2020,,,https://www.instagram.com/p/B-cJpMwJO3a/?igshid=1l9cu3jkfirhv,0,1245341585421860868,,,,en,"Lagos, Nigeria",false,0,,,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","During this period, all we need to do is to follow the instructions and guidelines laid down by the local health workers.

1.) Stay at home to prevent the spread and contacting the corona  Virus .
.

2.) Wash your… https://t.co/w4u3txqIIJ",https://twitter.com/LasGidirealtors/status/1245341585421860868,Wed Jul 13 13:31:22 +0000 2016,LasGidirealtors,false,"Lasgidi Realtors is an independent real estate company located in Ajah Lagos, Nigeria. Our focus is on property development and management.",50,155,261,5,"Lagos, Nigeria",Lasgidi Realtors,LasGidirealtors,934,,http://www.lasgidirealtors.com,false
"73.7125,24.5854",Wed Apr 01 14:24:54 +0000 2020,Placards quarantine Corona virus Memes Motivation Jagruk,,https://www.instagram.com/p/B-cQad5gd_v/?igshid=6mmq99w6jovm,0,1245356471212179456,,,,en,"Udaipur, India",false,0,,,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","Here’s Quarantine series 
Specifically supported 
(घर मै रहो)
Remember to wash your hands often with soap and water for at least 20 seconds. 
__________
#Placards #quarantine #Corona #virus #Memes #Motivation #Jagruk… https://t.co/VTorkje4K2",https://twitter.com/anantbhandari10/status/1245356471212179456,Mon Sep 18 15:52:28 +0000 2017,anantbhandari10,false,,11564,356,512,0,Born toh Maarwaar mai hue hai,अRAB,anantbhandari10,9473,,https://youtu.be/hmHecCApmbs,false
"102.2822,2.3127",Wed Apr 01 11:33:26 +0000 2020,,,https://www.instagram.com/p/B-b8u2QDHNV/?igshid=1dbpqm9q2rddm,0,1245313319893950464,,,,en,"Durian Tunggal, Melaka",false,0,,,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","Both my sons giving a try for rap challenge .. Bout Corona !!! 😂
Live recorded by me and edited by kelvinated 

sailendra.psychomantra 
yasnil.psychomantra @ Durian Tunggal https://t.co/iVnT1s8eSZ",https://twitter.com/PsychoMantra_MY/status/1245313319893950464,Wed Feb 09 21:17:21 +0000 2011,PsychoMantra_MY,false,"Tamil Rap Artiste | 
Founder of Vocagenie Music | Founder of Concert Sampai Salam Saavadi | Founder of Lastcall Bar & Kitchen",25,12525,1,17,"Malacca, Malaysia",PsychoMantra,PsychoMantra_MY,4807,,http://www.psychomantra.com,false
"6.98333333,50.68333333",Wed Apr 01 13:35:15 +0000 2020,youtube corona legominifigures buildingbricksforhappiness lego promobricks,,https://www.instagram.com/p/B-cKusho3Se/?igshid=jhkzmayauqp,2,1245343975558520832,,,,en,"Swisttal, Deutschland",false,0,,,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>",Limited Promobricks Building Bricks for Happiness Minifigure #youtube #corona #legominifigures #buildingbricksforhappiness #lego #promobricks Special Greetz to der_spielwaren_investor augustin.brothers… https://t.co/fJSNsehuLQ,https://twitter.com/promobricks/status/1245343975558520832,Thu Nov 21 15:52:47 +0000 2013,promobricks,false,PROMOBRICKS - One of the biggest and best German LEGO® News Blogs https://t.co/2hh5pxlYMO,516,2509,311,56,Germany,PROMOBRICKS,promobricks,9970,,https://www.promobricks.de,false
"-95.3694,29.7602",Wed Apr 01 11:21:26 +0000 2020,moneyblu3single grimcapitald comingsoon indiemusic bidnessasusualentertainment houstonartists rapper beats hiphoprelease codefreeze corona aint touching money,,https://www.instagram.com/p/B-b65p4AYYJ/?igshid=1oxpycqbasc79,0,1245310296765448194,,,,en,"Houston, TX",false,0,,,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","#moneyblu3single #grimcapitald #comingsoon #indiemusic #bidnessasusualentertainment #houstonartists #rapper #beats #hiphoprelease #codefreeze #corona #aint #touching #money @ Houston, Texas https://t.co/OwFtXzt89Q",https://twitter.com/CapitalGrim/status/1245310296765448194,Tue Oct 27 01:37:49 +0000 2015,CapitalGrim,false,Houston Tx self produced and underground artist. Bidness As Usual Entertainment CEO and in-house producer.,89,20,42,0,"Houston, TX",Grim Capital D,CapitalGrim,313,,https://bidnessasusualentertainment.simplybook.me/v2/,false
"-94.55302355,39.09358604",Wed Apr 01 14:23:42 +0000 2020,jazzrap 18thandvine kansascity struggle isolation covid corona stayhome work perserverance betonyourself watch focus,,https://www.instagram.com/p/B-cP6G0lzLD/?igshid=93ltnznzixi,0,1245356166139596800,,,,en,"Kansas City, MO",false,0,,,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","Struggle,conflict and isolation is nothing new to me. 🤷🏾‍♂️💯

#jazzrap #18thandvine #kansascity #struggle #isolation #covid #corona #stayhome #work #perserverance #betonyourself #watch #focus… https://t.co/wflW6rkBEc",https://twitter.com/jdconqueror/status/1245356166139596800,Wed Feb 17 21:42:07 +0000 2016,jdconqueror,false,PART MAN ALL DEITY 🤲🏾,782,108,204,25,"Kansas City, MO/ Bay Area",James De Noir,jdconqueror,1221,,https://www.jamesdconqueror.com/,false
"85.13,25.37",Wed Apr 01 11:53:49 +0000 2020,,,https://www.instagram.com/p/B-b_IBZH6GL/?igshid=bwvjeuwvw615,2,1245318447443202059,,,,en,"Bihar, India",false,0,,,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","A young man in Bihar was beaten to death precisely because he had informed the district control room about two corona suspects who had arrived here in the State from Mumbai.

The incident took place in Sitamarhi in… https://t.co/Sabyx6DCX0",https://twitter.com/tnec_IN/status/1245318447443202059,Mon Jul 09 18:23:39 +0000 2018,tnec_IN,false,(NEWS)worthy bytes and storytelling platform for the region and the globe! Follow us to stay updated.,42,380,17,1,"Guwahati, India",The North-Eastern Chronicle,tnec_IN,1223,,https://instagram.com/north.eastern.chronicle,false
"78.5025,17.4353",Wed Apr 01 14:58:34 +0000 2020,DAY12 goodevening 21dayfix coronavirus corona pandemic lockdown fi8nessmotivation fitnessmotivation fit fitness workout workoutmotivation,,https://www.instagram.com/p/B-cUMeRpUFq/?igshid=1k8jtn1oc0d4j,0,1245364940694867968,,,,en,"Hyderabad, India",false,0,,,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","NO EXCUSES PLEASE
#DAY12 OF MY LOCKDOWN COUNTDOWN 
#goodevening 
.
.
.
#21dayfix 
#coronavirus #corona #pandemic #lockdown
#fi8nessmotivation #fitnessmotivation #fit #fitness #workout #workoutmotivation… https://t.co/ROnAvp7ajU",https://twitter.com/Manoj_Kay/status/1245364940694867968,Sun Jul 05 06:54:03 +0000 2009,Manoj_Kay,false,"Quality Control Inspector by Profession | Founder of @gamersstopbam |
#BollywoodLover |
#FitnessFreak |
#Talented like hell |
#Fan of @geneliad since 2003😎",111,1710,185,11,"Hyderabad, India",Kumar Manoj,Manoj_Kay,10849,,http://www.facebook.com/Officialmanojkr,false
"29.48730536,-28.66126871",Wed Apr 01 10:40:16 +0000 2020,covid corona lockdown strongertogether africansafari safari threetreehilllodge,,https://www.instagram.com/p/B-b2tPKJ5L1/?igshid=141of7zsed9so,0,1245299939019636736,,,,en,South Africa,false,0,,,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>",We’re all taking turns to cook - Wiehahn is a dab hand when it comes to the traditional South African “frikkadelle” #covid #corona #lockdown #strongertogether #africansafari #safari #threetreehilllodge @ Three Tree… https://t.co/oaG1jZhnl0,https://twitter.com/ThreeTreeHill/status/1245299939019636736,Sun Sep 27 13:37:02 +0000 2009,ThreeTreeHill,false,"Fair Trade Eco-lodge, overlooking game-filled Mfazimnyama Valley and Spionkop Battlefield. Owned by Simon & Cheryl Blackburn",2093,1236,521,40,"Drakensberg, South Africa",Three Tree Hill,ThreeTreeHill,4201,,http://www.threetreehill.co.za,false
"13.42142,52.47789",Wed Apr 01 12:55:47 +0000 2020,,,https://www.instagram.com/p/B-cGNTzI6P6/?igshid=3cv1niobvp0v,0,1245334040091095041,,,,en,"Berlin, Germany",false,0,,,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","Following governmental advice of social distancing, we will try to get together online for our next reading group. Commoning in corona times! :) 

We will meet in an online conference room (please find the link… https://t.co/wtR72amZZR",https://twitter.com/TopLab_Berlin/status/1245334040091095041,Sun Nov 12 09:45:32 +0000 2017,TopLab_Berlin,false,"It's a community bio laboratory for curiosity, creativity, education and interdisciplinary research.",107,185,386,2,"Neukölln, Berlin, Germany",TopLab,TopLab_Berlin,61,,http://www.indiegogo.com/projects/TopLab,false
"0.25116205,50.96200153",Wed Apr 01 12:40:39 +0000 2020,,,https://www.instagram.com/p/B-cEfCkgzHw/?igshid=g83okye53q8b,2,1245330235228393478,,,,en,"Heathfield, England",false,0,,,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>",What the NHS and all the other incredible support services and workers are doing here in the UK and all across the world is almost too much to comprehend and be thankful for as the global fight to defeat the corona… https://t.co/VxLGC3L8Yo,https://twitter.com/UrbanJump/status/1245330235228393478,Sat Jul 02 13:21:13 +0000 2016,UrbanJump,false,"Urban Jump Trampoline Park has a vast jump arena with play zones, jungle assault & soft play. Ideal for families, birthday parties, schools, clubs & teams.",386,304,95,20,"Heathfield, England",Urban Jump Trampoline Park,UrbanJump,1469,,http://UrbanJump.co.uk,false
"-0.13350692,51.49023365",Wed Apr 01 10:29:58 +0000 2020,Loneliness,,https://www.instagram.com/p/B-b1hxCJ_0m/?igshid=ec5i11phteka,1,1245297344477888513,,,,en,"London, England",false,0,,,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","Take Back Control...

Grab your copy of #Loneliness - The Virus of The Modern Age and learn a whole new way of navigating the Corona Virus uncertain times, upgrade your psychology and transform your relationship with… https://t.co/nEdBHU9xRZ",https://twitter.com/TonyJSelimi/status/1245297344477888513,Fri Jan 22 13:13:16 +0000 2010,TonyJSelimi,false,"Millionaires Life Strategist, #1 Best-Selling Author, Speaker, Leader in Personal Development, Fulfilment, Business Performance Strategies & co-creator of LMI.",13065,112438,26403,206,"London, England",Tony J. Selimi | Author| Business Coach| Filmmaker,TonyJSelimi,32526,,https://tonyselimi.com,false
"-122.33360365,47.73208618",Wed Apr 01 15:02:36 +0000 2020,,,https://twitter.com/HeerJeet/status/1245353821045264385,0,1245365955716214784,,,,en,"Seattle, WA",false,0,,,"<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iΟS</a>",For profit healthcare is immoral #4 https://t.co/3LhFadQgJK,https://twitter.com/MikeDolam/status/1245365955716214784,Sat May 23 00:46:25 +0000 2009,MikeDolam,false,Politics. Cleveland Sports. Music. Merch. Definitely not a Republican. OSU Grad. Seattle dweller when not on tour. GirlDad. Husband. Son.,4189,487,1533,20,Seattle (Cleveland transplant),😠 😤 😡,MikeDolam,38882,,,false
"-76.9670055,38.93085999",Wed Apr 01 13:39:30 +0000 2020,zobleezy brokeasf coronavid19 explore explorepage,,https://www.instagram.com/p/B-cKzdUBNRc/?igshid=1poet97mpk2sw,0,1245345043344474112,,,,en,"Washington, DC",false,0,,,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","“Y’all still want $40 or tha corona stopping ya money”🤣🤣🤷🏾‍♂️............. link in my bio 🔋🌪 #zobleezy #brokeasf #coronavid19 #explore #explorepage @ Northeast Washington, Washington, District of Columbia https://t.co/cvjDhFQTu6",https://twitter.com/zobleezy202/status/1245345043344474112,Mon Feb 07 05:06:26 +0000 2011,zobleezy202,false,#DontsleeponBleezy,42,346,342,1,"Washington, DC",Zo Bleezy,zobleezy202,16463,,https://linktr.ee/Zobleezy,false
"-6.36137366,32.33418445",Wed Apr 01 13:18:54 +0000 2020,,,https://www.instagram.com/p/B-cI2jel_Rf/?igshid=1877032r67i0l,0,1245339859104849920,,,,en,"Béni-Mellal, Morocco",false,0,,,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","Happy Ashtami to everyone 🙏🙏
.
Really a very bad time for all indians 
Mata rani sab thik kregi don't worry or is corona virus ko india se bhaga degi
Just stay at your home and be safe and save lives of others… https://t.co/7uhjAaQehK",https://twitter.com/tastytabldelite/status/1245339859104849920,Sun Mar 01 16:05:08 +0000 2015,tastytabldelite,false,,57,165,1843,0,"Modinagar,INDIA",Vasu Arora,tastytabldelite,378,,https://www.youtube.com/channel/UC6hZ9tF4snwX6pi7jXpIhAw,false
"3.41583333,6.43111111",Wed Apr 01 13:03:17 +0000 2020,stayhome staysafe corona naijamusic empawa30 producer singer,,https://www.instagram.com/p/B-cCDU4FOGf/?igshid=1e9gzhby86sz5,0,1245335928748625921,,,,en,"Victoria Island, Nigeria",false,0,,,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","Vanilla - Out now!!!

See full clip on BIO

How's your quarantine going??? Mine is crazy boring #stayhome #staysafe #corona

.

.
.
.

#naijamusic #empawa30 @mreazi @donjazzy @iamdbanj #producer #singer… https://t.co/1izOtzKw2i",https://twitter.com/funkytunz/status/1245335928748625921,Sat Aug 30 18:22:41 +0000 2014,funkytunz,false,afro-pop Musician || Producer funkytunz@gmail.com +2347033372628,9908,2540,2054,4,worldwide,Funkytunz Enra,funkytunz,3221,,https://audiomack.com/funkytunz/song/oxlade-away-cover,false
"8.52891047,47.38009399",Wed Apr 01 14:54:21 +0000 2020,socialdistancing coronafeeling coronacraziness covidfeeling corona coronavirus space kosmonauten astronauts loveinspace thefuture besafe staythefuckhome stayhealthy,,https://www.instagram.com/p/B-cTyPpDVQ7/?igshid=1hbtcu6qp3y5b,0,1245363880303476738,,,,en,"Zurich, Switzerland",false,0,,,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","Social distancing. #socialdistancing, #coronafeeling, #coronacraziness, #covidfeeling, #corona, #coronavirus, #space, #kosmonauten, #astronauts, #loveinspace, #thefuture, #besafe, #staythefuckhome, #stayhealthy,… https://t.co/YGYlvwb0Ei",https://twitter.com/blowwfish68/status/1245363880303476738,Tue Apr 22 13:43:55 +0000 2014,blowwfish68,false,bio und vegan,2,24,120,0,Zürich ,Jose Mari,blowwfish68,1318,,,false
"3.27554169,6.47013537",Wed Apr 01 14:09:40 +0000 2020,corona virüs not our portion,,https://www.instagram.com/p/B-cOq3xBnhA/?igshid=129vmzi1zzvkx,0,1245352634355200001,,,,en,"Lagos, Nigeria",false,0,,,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","We shall overcome in every bad situation 
Amen 🙏happy new month peeps 
#corona #virüs #not #our #portion #🙏 @ Festac Town, Lagos https://t.co/Kvbn1OsHeq",https://twitter.com/GorimakpaGaGa/status/1245352634355200001,Mon Oct 14 14:33:07 +0000 2013,GorimakpaGaGa,false,BOSS @D GORISS ENTERTAINMENT,216,118,6,0,follow your mind and work hard,GORIMAKPA,GorimakpaGaGa,793,,,false
"36.81215355,-1.2747487",Wed Apr 01 14:55:10 +0000 2020,funkescience funexperiments,,https://www.instagram.com/p/B-cT4OxgETK/?igshid=1x7tw8mxp4dpf,1,1245364086814228482,,,,en,"Nairobi, Kenya",false,2,,,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","I was featured in the March issue of the Kayana magazine...
As piusshiundu would say ""INABAMBA""
Here's to making science fun in 2020.... Corona kando

Cc @funkescience

👩🏾‍🔬⚗️

#funkescience #funexperiments… https://t.co/Mn8rbNnHLv",https://twitter.com/90redbeads/status/1245364086814228482,Fri Mar 18 05:44:06 +0000 2011,90redbeads,false,Chemist  | Environmentalist | Citizen Scientist |Tree hugger | Project Maintainer | Co-Founder of @funkescience | Crazy about Science.... Just Science,2110,661,1193,8,Nairobi,Tracey Shiundu-Kamande,90redbeads,5580,,http://www.funkescience.co.ke,false
"-82.4558,27.9473",Wed Apr 01 11:07:27 +0000 2020,natmu2000 socialdistancing corona covid19 positivevibes bodypositivity quarantine gaychub beargay growlr friends humpday aprilfoolsday,,https://www.instagram.com/p/B-b50Y8DBoj/?igshid=u1juuztcxa9m,1,1245306778000261121,,,,en,"Tampa, FL",false,0,,,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>",Continuously practicing social distancing from my roommates to LOL #natmu2000 #socialdistancing #corona #covid19 #positivevibes #bodypositivity #quarantine #gaychub #beargay #growlr #friends #humpday #aprilfoolsday @… https://t.co/UIcfjL7Lch,https://twitter.com/NATMU2000/status/1245306778000261121,Wed Nov 07 10:19:39 +0000 2012,NATMU2000,false,"It is more than just a cookie, its a lifestyle :)",497,151,45,10,"University, FL",Nathaniel Baker,NATMU2000,1753,,,false
"77.21666667,28.66666667",Wed Apr 01 12:46:37 +0000 2020,swini2004 quarantinelife,,https://www.instagram.com/p/B-cFKj5p64Q/?igshid=187ei9op94liq,0,1245331734406692865,,,,en,"New Delhi, India",false,0,,,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","Staring at Corona🥴
.
Hahaha!! This one's from my newest video tried to click a picture without grinning😁

Link in bio in case you wanna see 'HOW I CLICK INSTAGRAM PICTURES AT HOME'📸
.
#swini2004 #quarantinelife… https://t.co/SERWQtT2iy",https://twitter.com/webeyondbeauty/status/1245331734406692865,Sat Nov 26 05:01:53 +0000 2016,webeyondbeauty,false,YouTuber | Video Creator | swiniparihar1982@gmail.com,693,210,63,1,"New Delhi, India",Swini Parihar,webeyondbeauty,638,,https://youtu.be/wofkPxbqOwc,false
"-90.06673038,29.99683723",Wed Apr 01 14:27:14 +0000 2020,covid corona coronamemes curbthecorona wellnesswednesday mydu,,https://www.instagram.com/p/B-cQjb_DM-U/?igshid=1qkpevp5pku0a,2,1245357054249840640,,,,en,"New Orleans, LA",false,0,,,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>",Anybody else in need of extra lotion lately? 😩💦Wellness Wednesday reminder to wash your hands often! 🧼#covid #corona #coronamemes #curbthecorona #wellnesswednesday #mydu @ Dillard University https://t.co/X0QILzSoCg,https://twitter.com/DU_SEAL/status/1245357054249840640,Mon Feb 22 22:45:15 +0000 2016,DU_SEAL,false,"The Center for Student Engagement and Leadership creates a vibrant co-curricular experience by coordinating educational, recreational, and social programs.",343,967,422,7,"New Orleans, LA",DU Student Life,DU_SEAL,1419,,,false
"-118.225,33.89666667",Wed Apr 01 14:19:26 +0000 2020,,,https://www.instagram.com/p/B-cPx1tK1XG/?igshid=1i56xa78rk9pb,0,1245355093190250496,,,,en,"Compton, CA",false,0,,,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>",How much the corona virus is affecting me and my mental health sure is showing up. My life was like being perfect and then things just got worse and worse week by week and now i havent left bed in 3 days. But hey im… https://t.co/D0RBxoNhZM,https://twitter.com/watahbufala/status/1245355093190250496,Tue May 27 21:32:02 +0000 2014,watahbufala,false,"🌱18 |/he/him 🌱 musician, dumb nerd 🌱 I like music, nature, and a load of nerd stuff i talk about guitars too much🌱 INFP, maid of heart, prospit, ♌ 🧙‍♂️",22108,265,606,8,"Cork, Ireland",DꕔN🌱🌲,watahbufala,25941,,https://imnotedgyiswear.carrd.co,false
"23.4167,-19.9833",Wed Apr 01 13:03:15 +0000 2020,quarantinestories lockdown2020 botswana botswanaphotographer botswanaphotography fanvidyoutuber fanvid corona,,https://www.instagram.com/p/B-cHEU9paUK/?igshid=122ysnzkvdt58,0,1245335920682905600,,,,en,Botswana,false,0,,,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","Lockdown Poses

(Second swiping for the ladies 🤭)
.
.
.
.
.
.
#quarantinestories #lockdown2020 #botswana🇧🇼 #botswanaphotographer #botswanaphotography #fanvidyoutuber   
#fanvid #corona @ Maun, Botswana https://t.co/3SJWtCCS0s",https://twitter.com/BogwasiPesa/status/1245335920682905600,Fri Nov 09 17:57:10 +0000 2012,BogwasiPesa,false,A Youtuber who posts weekly.Hoping I don't get CANCELED,1220,24,485,0,Maun,mr.twxtterdoesntlikeme,BogwasiPesa,378,,https://youtu.be/WbZfumrf4_c,false
"74.59,35.23916667",Wed Apr 01 14:29:20 +0000 2020,,,https://www.instagram.com/p/B-cQ7AWnAQ5/?igshid=porh1iv2m4je,0,1245357585978593281,,,,en,"Gilgit-Baltistan, Pakistan",false,0,,,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","Instagram : photography_educator

Incredible Pakistan 

Please Note : 
The picture was taken on the way back from Gilgit to Islamabad before the country wide lock down and wide spread Pandemic of Corona Virus… https://t.co/by8sXLAwKv",https://twitter.com/IMAGESBYATHIF/status/1245357585978593281,Thu Jul 28 18:02:48 +0000 2011,IMAGESBYATHIF,false,"Learn Photography the Easy Way  https://t.co/sWGcPCQrlk

Photography tutorials fan page 
https://t.co/5a89xerGtU",180,524,654,12,"Ottawa, Ontario, Canada",Photography Educator,IMAGESBYATHIF,9320,,https://www.facebook.com/photographyvideotutorials,false
"5.1068,52.0874",Wed Apr 01 13:29:10 +0000 2020,workfromhome corona dog,,https://www.instagram.com/p/B-cKCYag96D/?igshid=5qxv1uqunxkh,0,1245342444222365696,,,,en,"Utrecht, The Netherlands",false,0,,,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>",Still working from home till at least the end of April and probably longer #workfromhome #corona #dog @ Utrecht https://t.co/pslvN0wF2L,https://twitter.com/Irvingmoedt/status/1245342444222365696,Tue Sep 15 11:35:19 +0000 2009,Irvingmoedt,false,E-mail marketeer.,22658,183,214,8,"Utrecht, Nederland",Irving Moedt,Irvingmoedt,221,,,false
"14.19898475,40.53738396",Wed Apr 01 13:00:56 +0000 2020,fuckthecornavirus talifreaks tbt friends memories willbebacksoon sunshine sunset dj djing lotiforever music musicianlife capri djsession musicproducer,,https://www.instagram.com/p/B-cGzMkizzl/?igshid=11k5qmnk4vovy,1,1245335338442162176,,,,en,"Anacapri, Campania",false,0,,,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>",Fuck the corona virus 🖕😜😎 #fuckthecornavirus #talifreaks #tbt #friends #memories #willbebacksoon #sunshine summertime #sunset #dj #djing #lotiforever #music #musicianlife #capri #djsession #musicproducer… https://t.co/rY2B6Bws6A,https://twitter.com/talifreaks/status/1245335338442162176,Wed Jan 27 11:23:50 +0000 2010,talifreaks,false,DJ Producer Aka Tali Freaks - Mall Aka Funk - Aspecto - Tirrenia Vibe - Gerardo - Highland Skies - Capri Delight - She's Super - Fun Kool,70,118,52,10,Capri / Italy,Gerardo Cinquegrana,talifreaks,1664,,http://www.talifreaks.com,false
"73.21417552,22.32004207",Wed Apr 01 13:00:12 +0000 2020,,,https://www.instagram.com/p/B-bbt7wlKjc/?igshid=5if54mk6taby,0,1245335152546533376,,,,en,"Vododara, India",false,0,,,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>",🙏🚩WORLD PEACE MISSION 🚩🙏🚩CORONA 21 DAYS LOCK DOWN 💊 🔭 💉  STAY @ HOME PROGRAM 🏘🏚🏕 BarOlympic 2020 ⚽🏏🏓🏸🏊‍♀️ Score Card 🥇🥈🥉AWARDS AND MEDALS CEREMONY OR SPONSORSHIP DETAILS 🏆12th March of Dandi Yatra Din and 23rd March… https://t.co/ZI2tyVmhoc,https://twitter.com/TheFounder2013/status/1245335152546533376,Mon Dec 28 06:36:01 +0000 2009,TheFounder2013,false,🚩🇮🇳🚩SRI KANTILAL LABHSHANKAR BHATT CHARITABLE TRUST🚩🇮🇳🚩REGISTRATION🚩NO. E / 8331 / VADODARA🚩CSR CONSULTANT PINKALBHAI KISHORBHAI BHATT🚩THE FOUNDER🚩PRESIDENT🚩🇮🇳🚩,123,266,427,2,"Gujarat, India",WORLD PEACE MISSION : PINKALBHAI KISHORBHAI BHATT,TheFounder2013,3650,,http://www.barolympic.org,false
"78.5025,17.4353",Wed Apr 01 13:37:18 +0000 2020,21dayfix coronavirus corona pandemic lockdown fi8nessmotivation fitnessmotivation fit fitness workout workoutmotivation gymmotivation gym indianfitness fitfam beastmode,,https://www.instagram.com/p/B-cK1Bfp4Tt/?igshid=np3j46cav7bm,0,1245344489381793795,,,,en,"Hyderabad, India",false,1,,,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","No excuses please
.
.
.
.
#21dayfix 
#coronavirus #corona #pandemic #lockdown
#fi8nessmotivation #fitnessmotivation #fit #fitness #workout #workoutmotivation #gymmotivation #gym #indianfitness #fitfam #beastmode… https://t.co/QAdG2YNo2P",https://twitter.com/Manoj_Kay/status/1245344489381793795,Sun Jul 05 06:54:03 +0000 2009,Manoj_Kay,false,"Quality Control Inspector by Profession | Founder of @gamersstopbam |
#BollywoodLover |
#FitnessFreak |
#Talented like hell |
#Fan of @geneliad since 2003😎",111,1710,185,11,"Hyderabad, India",Kumar Manoj,Manoj_Kay,10849,,http://www.facebook.com/Officialmanojkr,false
"-74.0007613,40.7207559",Wed Apr 01 14:40:06 +0000 2020,,,https://www.congressheightsontherise.com/blog/pr-coronavirus-data-update-results-of-dc-first-responders,0,1245360292919480320,,,,en,"Manhattan, NY",false,1,,,"<a href=""http://www.squarespace.com"" rel=""nofollow"">Squarespace</a>","The new testing brings FEMS’ total cases to 19, and MPD’s total cases to 13, as of last evening. [PR] Coronavirus Data Update: Results of DC First Responders  https://t.co/DNj4qbT7aa",https://twitter.com/TheAdvoc8te/status/1245360292919480320,Sat Feb 21 07:27:37 +0000 2009,TheAdvoc8te,false,"👩🏽‍💻DC influencer making things happen EotR. Owner of reSPIN PR, Congress Heights on the Rise + SoutheastLove❤️. For ads/consulting/press: info@respindc.com",12720,4309,2671,169,"Washington, DC",Nikki Peele,TheAdvoc8te,48745,,http://www.congressheightsontherise.com,false
